episode_id,url,title,summary
438,https://www.thisamericanlife.org/438/fathers-day-2011,Father's Day 2011,Surprising stories of fathers trying to be good dads.
439,https://www.thisamericanlife.org/439/a-house-divided,A House Divided,Stories about people who find themselves either unexpectedly being singled out or doing the singling out.
440,https://www.thisamericanlife.org/440/game-changer,Game Changer,Two professors each make a calculation that no one had made before.
441,https://www.thisamericanlife.org/441/when-patents-attack,When Patents Attack!,"Why would a company rent an office in a tiny town in East Texas, put a nameplate on the door, and leave it completely empty for a year?"
442,https://www.thisamericanlife.org/442/thugs,Thugs,"Like a lot of Mexican towns, Florencia has had its share of problems dealing with drug gangs. Until recently, when new narcos rolled into town."
443,https://www.thisamericanlife.org/443/amusement-park,Amusement Park,We head to some of the happiest places on earth: amusement parks!
444,https://www.thisamericanlife.org/444/gossip,Gossip,A sociologist collects journals filled with gossip about AIDS in Malawi.
445,https://www.thisamericanlife.org/445/ten-years-in,Ten Years In,"We return to people who have been on the show in the last ten years, and whose lives were drastically altered by 9/11."
446,https://www.thisamericanlife.org/446/living-without-2011,Living Without (2011),A man has to give up parts of his life as he learns to live hearing a tone in his head all the time.
447,https://www.thisamericanlife.org/447/the-incredible-case-of-the-pi-moms,The Incredible Case of the P.I. Moms,"What do you get when you take a P.I. firm, then add in a bunch of sexy soccer moms, official sponsorship from Glock, a lying boss, and delusions of grandeur? This week's show."
448,https://www.thisamericanlife.org/448/adventure,Adventure!,Stories that pinpoint when people's boring old lives turn into something wildly unfamiliar.
449,https://www.thisamericanlife.org/449/middle-school,Middle School,"Stories from the awkward, confusing, hormonally charged world of middle school."
450,https://www.thisamericanlife.org/450/so-crazy-it-just-might-work,So Crazy It Just Might Work,An orchestra teacher has a theory that he could kill cancer cells with electromagnetic waves.
451,https://www.thisamericanlife.org/451/back-to-penn-state,Back to Penn State,Penn State fans and loyalists try to make sense of the actions of Coach Joe Paterno and school officials.
452,https://www.thisamericanlife.org/452/poultry-slam-2011,Poultry Slam 2011,Stories of what happens when humans and fowl collide.
453,https://www.thisamericanlife.org/453/nemeses,Nemeses,"A college rivalry goes viral, and personal."
454,https://www.thisamericanlife.org/454/mr-daisey-and-the-apple-factory,Promo Mr. Daisey and the Apple Factory,This American Life has retracted this story.
455,https://www.thisamericanlife.org/455/continental-breakup,Continental Breakup,The story of the European debt crisis is actually very surprising and dramatic.
456,https://www.thisamericanlife.org/456/reap-what-you-sow,Reap What You Sow,"Alabama's new immigration law aims to make life so difficult for illegal immigrants that they will ""self-deport."""
457,https://www.thisamericanlife.org/457/what-i-did-for-love,What I Did For Love,"A couple decides they need to sleep with other people before getting married, and a teenage boy falls for an undercover cop."
458,https://www.thisamericanlife.org/458/play-the-part,Play the Part,Stories of people who decide to flip their personalities and do the exact opposite of what they normally do.
459,https://www.thisamericanlife.org/459/what-kind-of-country,What Kind of Country,"All across the country right now, local and state governments are finding they can't pay their bills."
460,https://www.thisamericanlife.org/460/retraction,Retraction,"We've discovered that one of our most popular episodes contained numerous fabrications. This week, we detail the errors in Mike Daisey's story about visiting Foxconn, which makes iPads and other products for Apple in China. Marketplace's China correspondent Rob Schmitz discovered the fabrications. Transcript. Press Release."
461,https://www.thisamericanlife.org/461/take-the-money-and-run-for-office,Take the Money and Run for Office,Discovering just how much time members of Congress spend raising money.
462,https://www.thisamericanlife.org/462/own-worst-enemy,Own Worst Enemy,Stories of people who can’t seem to stop getting in their own way.
463,https://www.thisamericanlife.org/463/mortal-vs-venial,Mortal Vs. Venial,"Religion makes clear the difference between mortal sins and venial ones. But in our everyday lives, it can be really difficult to determine just how bad we've been."
464,https://www.thisamericanlife.org/464/invisible-made-visible,Invisible Made Visible,"David Sedaris, Tig Notaro, Ryan Knighton, and the late David Rakoff in his final performance on the show."
465,https://www.thisamericanlife.org/465/what-happened-at-dos-erres,What Happened at Dos Erres,A Guatemalan immigrant living near Boston gets a phone call with some very strange news about his past.
466,https://www.thisamericanlife.org/466/blackjack,Blackjack,"A woman gambles away her inheritance and then sues the casino, saying they're to blame."
467,https://www.thisamericanlife.org/467/americans-in-china,Americans in China,It used to be that the American expats in China were the big shots. But that's changed.
468,https://www.thisamericanlife.org/468/switcheroo,Switcheroo,"People pretending to be people they're not: sometimes it's harmless, sometimes it's harmful, and sometimes it's hard to tell."
469,https://www.thisamericanlife.org/469/hiding-in-plain-sight,Hiding in Plain Sight,The chief of security for a Colombian drug cartel decides to take the cartel down.
470,https://www.thisamericanlife.org/470/show-me-the-way,Show Me the Way,Stories about people in trouble who look for help in mystifying places.
471,https://www.thisamericanlife.org/471/the-convert,The Convert (2012),An undercover FBI informant at the mosque in Orange County starts acting very odd.
472,https://www.thisamericanlife.org/472/our-friend-david,Our Friend David,Favorite stories by our longtime contributor and friend David Rakoff.
473,https://www.thisamericanlife.org/473/loopholes,Loopholes,An estate attorney discovers a financial scheme that's all reward and no risk. The only catch? You have to die to get the money.
474,https://www.thisamericanlife.org/474/back-to-school,Back to School,A growing body of research that suggests we may be on the verge of a new approach to some of the biggest challenges facing American schools.
475,https://www.thisamericanlife.org/475/send-a-message,Send a Message,"People reach out in all kinds of ways to try to get their point across—messages in code, over the phone, and from beyond the grave."
476,https://www.thisamericanlife.org/476/what-doesnt-kill-you,What Doesn’t Kill You,Stories of how people cope after brushes with death.
477,https://www.thisamericanlife.org/477/getting-away-with-it,Getting Away With It,"Stories of people breaking the rules fully, completely, and with no bad consequences."
478,https://www.thisamericanlife.org/478/red-state-blue-state,Red State Blue State,"Not only do the two sides disagree on the solutions to the country’s problems, they don’t even agree on what the problems are."
479,https://www.thisamericanlife.org/479/little-war-on-the-prairie,Little War on the Prairie,Why Minnesotans don't talk much about the most important historical event ever to happen there.
480,https://www.thisamericanlife.org/480/animal-sacrifice,Animal Sacrifice,"The This American Life staff confronts Ira about his dog, Piney."
481,https://www.thisamericanlife.org/481/this-week,This Week,Stories united by one thing: They all happened in the seven days prior to broadcast.
482,https://www.thisamericanlife.org/482/lights-camera-christmas,"Lights, Camera, Christmas! (2012)",A show filled with stories of people going to great lengths to throw a special Christmas for their families.
483,https://www.thisamericanlife.org/483/self-improvement-kick,Self-Improvement Kick,"A perfectly normal guy gets rid of everything he owns, changes his name, says goodbye to his friends—and begins walking."
484,https://www.thisamericanlife.org/484/doppelgängers,Doppelgängers,We got a tip about a meat plant selling pig intestines as fake calamari and decided to investigate.
485,https://www.thisamericanlife.org/485/surrogates,Surrogates,The proxy battle over a woman’s honor that became a presidential obsession.
486,https://www.thisamericanlife.org/486/valentines-day,Valentine’s Day,"A couple decides to sleep with other people before they tie the knot. Plus, more stories of love making us do crazy things."
487,https://www.thisamericanlife.org/487/harper-high-school-part-one,Harper High School - Part One,We spent five months at a high school in Chicago where in the last year 29 current and recent students were shot.
488,https://www.thisamericanlife.org/488/harper-high-school-part-two,Harper High School - Part Two,"Part two of our program on Harper High School in Chicago, where in the last year 29 current and recent students were shot."
489,https://www.thisamericanlife.org/489/no-coincidence-no-story,"No Coincidence, No Story!","We asked listeners to send us their best coincidence stories, and we got more than 1,300 submissions!"
490,https://www.thisamericanlife.org/490/trends-with-benefits,Trends With Benefits,The startling rise of the number of people on disability in America.
491,https://www.thisamericanlife.org/491/tribes,Tribes,A white guy who only wants to date Asian women has to adjust to the reality of a real actual Asian woman in his life.
492,https://www.thisamericanlife.org/492/dr-gilmer-and-mr-hyde,Dr. Gilmer and Mr. Hyde,Did a beloved family doctor with no criminal history suddenly up and strangle his own father?
493,https://www.thisamericanlife.org/493/picture-show,Picture Show,"Israeli soldiers take snapshots of Palestinian boys, one house at a time, in the middle of the night."
494,https://www.thisamericanlife.org/494/hit-the-road,Hit the Road,A man decides to take a trip from Philadelphia to San Francisco—by foot.
495,https://www.thisamericanlife.org/495/hot-in-my-backyard,Hot In My Backyard,Why has the conversation on climate change been stuck in the same place for years?
496,https://www.thisamericanlife.org/496/when-patents-attack-part-two,When Patents Attack... Part Two!,"Why people say our patent system may be discouraging, not encouraging, innovation."
497,https://www.thisamericanlife.org/497/this-week,This Week,All of the stories in the show are things that have taken place in the last seven days.
498,https://www.thisamericanlife.org/498/the-one-thing-youre-not-supposed-to-do,The One Thing You're Not Supposed To Do,"People who know something's a bad idea, but convince themselves to do that thing anyway."
499,https://www.thisamericanlife.org/499/taking-names,Taking Names,"The story of a guy named Kirk Johnson, who started a list of Iraqis who needed to get out of their country."
500,https://www.thisamericanlife.org/500/500,500!,Ira asks the producers to talk about their very favorite moments on the show.
501,https://www.thisamericanlife.org/501/the-view-from-in-here,The View From In Here,"An American woman suddenly trades her life for one in a place most people might think twice about: Juarez, Mexico."
502,https://www.thisamericanlife.org/502/this-call-may-be-recorded-to-save-your-life,This Call May Be Recorded... To Save Your Life,A journalist gets a disturbing tip: a phone number to a group of refugees being held hostage in the Sinai desert.
503,https://www.thisamericanlife.org/503/i-was-just-trying-to-help,I Was Just Trying To Help,Planet Money looks at a charity that's decided to just give people money.
504,https://www.thisamericanlife.org/504/how-i-got-into-college,How I Got Into College,How a stolen library book got one man into his dream school and changed his life forever. Or at least that's the story he tells himself.
505,https://www.thisamericanlife.org/505/use-only-as-directed,Use Only as Directed,"More than 150 Americans die each year on average after accidentally taking too much acetaminophen, the active ingredient in Tylenol."
506,https://www.thisamericanlife.org/506/secret-identity,Secret Identity,A teenage girl becomes a whole new person when she becomes the school mascot — a tiger — at her high school.
507,https://www.thisamericanlife.org/507/confessions,Confessions,What should a person suspected of murder say?
508,https://www.thisamericanlife.org/508/superpowers-2013,Superpowers,Which is better: flight or invisibility?
509,https://www.thisamericanlife.org/509/it-says-so-right-here,It Says So Right Here,Stories of people whose lives are altered when seemingly boring documents like birth certificates and petitions are used against them.
510,https://www.thisamericanlife.org/510/fiasco-2013-0,Fiasco!,"Stories of when things go wrong. Really wrong. When you leave the normal realm of human error, fumble, mishap, and mistake and enter the territory of really huge breakdowns. Fiascos. Things go so awry that normal social order collapses."
511,https://www.thisamericanlife.org/511/the-seven-things-youre-not-supposed-to-talk-about,The Seven Things You’re Not Supposed to Talk About,Sarah Koenig's mother lives by a set of rules about conversation. We tried to prove her wrong.
512,https://www.thisamericanlife.org/512/house-rules,House Rules,The history of racial housing discrimination in the United States and what has been done—and hasn't been done—to rectify it.
513,https://www.thisamericanlife.org/513/129-cars,129 Cars,One car dealership tries to make its monthly quota: 129 cars. It is way more chaotic than we expected.
514,https://www.thisamericanlife.org/514/thought-that-counts,Thought That Counts,"It's the thought that counts. Unfortunately, sometimes it's not always so clear what that thought was."
515,https://www.thisamericanlife.org/515/good-guys,Good Guys,"Stories of valiant men attempting to do good in challenging circumstances: in war zones, department stores, public buses, and at the bottom of a cave 900 feet underground."
516,https://www.thisamericanlife.org/516/stuck-in-the-middle,Stuck In The Middle (2014),"Stories about how it sucks to be in limbo, and a man who absolutely loves listening to hold music."
517,https://www.thisamericanlife.org/517/day-at-the-beach,Day at the Beach (2014),"David Sedaris tells us how losing a sister prompted a family reunion, and an impulse buy of an oceanfront cottage big enough for all of them."
518,https://www.thisamericanlife.org/518/except-for-that-one-thing,Except For That One Thing,A clerical error allowed a convicted man to walk free for 13 years. Then the justice system realized its mistake.
519,https://www.thisamericanlife.org/519/dead-men-tell-no-tales,Dead Men Tell No Tales,"Last May, the FBI killed a guy in Florida who was loosely linked to the Boston Marathon bombings."
520,https://www.thisamericanlife.org/520/no-place-like-home,No Place Like Home,Stories of people who are coming to terms with the places they call home.
521,https://www.thisamericanlife.org/521/bad-baby,Bad Baby,They're small. And they're cuddly. But sometimes it feels as though our babies were replaced with demon replicas.
522,https://www.thisamericanlife.org/522/tarred-and-feathered,Tarred and Feathered,A pedophile who has never acted on his impulses starts an online support group to help himself and others like him.
523,https://www.thisamericanlife.org/523/death-and-taxes,Death and Taxes,We ask the people who work at a hospice facility some personal questions about death and dying.
524,https://www.thisamericanlife.org/524/i-was-so-high,I Was So High,Alex Blumberg talks to his dad about the daily pot habit he had while Alex was growing up.
525,https://www.thisamericanlife.org/525/call-for-help,Call For Help,Stories of people coming to terms with being in serious trouble.
526,https://www.thisamericanlife.org/526/is-that-what-i-look-like,Is That What I Look Like? (2014),A woman wakes up from a coma having forgotten that she'd divorced her husband. And Molly Ringwald watches The Breakfast Club with her daughter.
527,https://www.thisamericanlife.org/527/180-degrees,180 Degrees,"Stories of people who go one way, and then, for what ever reason, turn around and go the exact opposite direction."
528,https://www.thisamericanlife.org/528/the-radio-drama-episode,The Radio Drama Episode,"In our most ambitious live show, we turn journalism into a Broadway musical written by Lin-Manuel Miranda."
529,https://www.thisamericanlife.org/529/human-spectacle,Human Spectacle 2014,A Japanese reality show contestant has to enter sweepstakes from magazines to win enough sustenance to survive.
530,https://www.thisamericanlife.org/530/mind-your-own-business,Mind Your Own Business,A cellphone hidden in a bag of chips starts a messy turf war between the FBI and a local sheriff.
531,https://www.thisamericanlife.org/531/got-your-back,Got Your Back,Stories where one person's powerlessness is transformed when they discover they have backup. And what happens when that backup goes away.
532,https://www.thisamericanlife.org/532/magic-words,Magic Words,Stories where people recite words that have the power to change their lives.
533,https://www.thisamericanlife.org/533/its-not-the-product-its-the-person,"It's Not the Product, It's the Person","Alex Blumberg tells the incredible, sweat-stains-and-all saga of a man fumbling through starting a new business. And the man is: himself."
534,https://www.thisamericanlife.org/534/a-not-so-simple-majority,A Not-So-Simple Majority,"School board disputes are pretty common, but not like this one."
535,https://www.thisamericanlife.org/535/origin-story-2014,Origin Story,Little-known and surprising stories of how all sorts of institutions began.
536,https://www.thisamericanlife.org/536/the-secret-recordings-of-carmen-segarra,The Secret Recordings of Carmen Segarra,"An unprecedented look inside one of the most powerful, secretive institutions in the country."
537,https://www.thisamericanlife.org/537/the-alibi,The Alibi,"The pilot episode of Serial, hosted by Sarah Koenig."
538,https://www.thisamericanlife.org/538/is-this-working,Is This Working?,There's no agreement about how teachers should discipline students. And there's evidence that some of the most popular punishments may harm kids.
539,https://www.thisamericanlife.org/539/the-leap,The Leap,"When routines get too mundane, sometimes you just have to hold your breath and jump."
540,https://www.thisamericanlife.org/540/a-front,A Front,"If a Border Patrol agent is not actually at the border, do you have to obey him?"
541,https://www.thisamericanlife.org/541/regrets-ive-had-a-few,"Regrets, I've Had a Few",People struggling with regrets—big and small—that take root and have to be dealt with.
542,https://www.thisamericanlife.org/542/wait-do-you-have-the-map,Wait—Do You Have The Map?,Two brothers take a doomed road trip through Mexico. Plus other stories of feeling lost and trying to figure out how to move ahead.
543,https://www.thisamericanlife.org/543/wake-up-now,Wake Up Now,The story of a company—or maybe it's a movement?—that has hundreds of people posting enthusiastic videos about it online.
544,https://www.thisamericanlife.org/544/batman,Batman,Can people’s expectations change whether a blind man can see?
545,https://www.thisamericanlife.org/545/if-you-dont-have-anything-nice-to-say-say-it-in-all-caps,"If You Don’t Have Anything Nice to Say, SAY IT IN ALL CAPS",What happens when the internet turns on you?
546,https://www.thisamericanlife.org/546/burroughs-101,Burroughs 101,Ira Glass was never into William Burroughs. Then he heard this radio story that changed that.
547,https://www.thisamericanlife.org/547/cops-see-it-differently-part-one,Cops See It Differently - Part One,There's a division between people who distrust the police and people who see cops as a force for good.
548,https://www.thisamericanlife.org/548/cops-see-it-differently-part-two,Cops See It Differently - Part Two,"We look at one city where relations between police and black residents are terrible, and another city where they seem to be improving remarkably."
549,https://www.thisamericanlife.org/549/amateur-hour,Amateur Hour,A tough group of soldiers attempts to save lives through the power of show tunes.
550,https://www.thisamericanlife.org/550/three-miles,Three Miles,What happens when of a group of public school students in the Bronx goes to visit an elite private school three miles away.
551,https://www.thisamericanlife.org/551/good-guys-2015,Good Guys 2015,"Stories of valiant men attempting to do good: in department stores, public buses, and at the bottom of a cave."
552,https://www.thisamericanlife.org/552/need-to-know-basis,Need To Know Basis,"Growing up, Stephanie Foo was the favorite child of her family in Malaysia. As an adult, she found out the complicated truth about why."
553,https://www.thisamericanlife.org/553/stuck-in-the-middle-2015,Stuck in the Middle,"People caught in limbo, using ingenuity and guile to try to get themselves out."
554,https://www.thisamericanlife.org/554/not-it,Not It!,A mysterious world of heroin addiction treatment centers where no one seems to be taking responsibility for the people they're treating.
555,https://www.thisamericanlife.org/555/the-incredible-rarity-of-changing-your-mind,The Incredible Rarity of Changing Your Mind,Stories of those very infrequent instances where people’s opinions flip on fundamental things that they believe.
556,https://www.thisamericanlife.org/556/same-bed-different-dreams,"Same Bed, Different Dreams","A movie star and her ex-husband plot against Kim Jong-Il, plus more stories of people who are tied together but imagine radically different futures."
557,https://www.thisamericanlife.org/557/birds-bees,Birds & Bees,"Stories about the vague and not-so-vague ways we teach children about race, death, and sex."
558,https://www.thisamericanlife.org/558/game-face,Game Face,Stories of people facing very difficult situations who put their game face on and muscle through.
559,https://www.thisamericanlife.org/559/captains-log,Captain's Log,The story of a concentration camp in China that housed groups of Girl Scouts.
560,https://www.thisamericanlife.org/560/abdi-and-the-golden-ticket,Abdi and the Golden Ticket,A story about someone who's desperately trying – against long odds – to make it to the United States and become an American.
561,https://www.thisamericanlife.org/561/nummi-2015,NUMMI (2015),A car plant in Fremont California that might have saved the U.S. car industry.
562,https://www.thisamericanlife.org/562/the-problem-we-all-live-with-part-one,The Problem We All Live With - Part One,There’s one thing that has been proven to cut the achievement gap between black and white students by half: integration.
563,https://www.thisamericanlife.org/563/the-problem-we-all-live-with-part-two,The Problem We All Live With - Part Two,A city goes all out to integrate its schools.
564,https://www.thisamericanlife.org/564/too-soon,Too Soon?,It can be hard to know the right moment for something to happen.
565,https://www.thisamericanlife.org/565/lower-9-10,Lower 9 + 10,We go to the Lower 9th Ward in New Orleans to talk to residents about what matters most to them ten years after the hurricane.
566,https://www.thisamericanlife.org/566/the-land-of-make-believe,The Land of Make Believe,A father constructs an elaborate fantasy to occupy his 12 children.
567,https://www.thisamericanlife.org/567/whats-going-on-in-there,What’s Going On In There?,Getting inside a situation and finding out just how interesting it is.
568,https://www.thisamericanlife.org/568/human-spectacle-2015,Human Spectacle,"We've always loved to gawk at others, but what's it like when the tables are turned and all eyes are on you?"
569,https://www.thisamericanlife.org/569/put-a-bow-on-it,Put a Bow on It,Meet the people who pitch ideas for new foods and then decide which ones they're actually going to make.
570,https://www.thisamericanlife.org/570/the-night-in-question,The Night in Question,Conspiracy theories about the assassination of Yitzhak Rabin continue to shape Israel's politics and future.
571,https://www.thisamericanlife.org/571/the-heart-wants-what-it-wants,The Heart Wants What It Wants,"Emily Dickinson said “The heart wants what it wants.” This week, stories from people who take that notion to extremes and are unapologetic about it."
572,https://www.thisamericanlife.org/572/transformers,Transformers,A prisoner who hasn't talked to anyone in years comes up with a bold plan to re-introduce himself to the world.
573,https://www.thisamericanlife.org/573/status-update,Status Update,Three teenage girls explain why they are constantly telling their friends they are beautiful on Instagram. Plus more stories about status updates that interrupt our daily life.
574,https://www.thisamericanlife.org/574/sinatras-100th-birthday,Sinatra’s 100th Birthday,"Stories, tributes, and attempts to understand the Chairman of the Board."
575,https://www.thisamericanlife.org/575/poetry-of-propaganda,Poetry of Propaganda,"Propaganda is complexity in the form of simplicity, if you know how to read it."
576,https://www.thisamericanlife.org/576/say-yes-to-christmas,Say Yes To Christmas,"We go all in and bring the joy, the spontaneity, the sense that anything can happen back to Christmas."
577,https://www.thisamericanlife.org/577/something-only-i-can-see,Something Only I Can See,A woman with muscular dystrophy tries to convince doctors that she has the same gene mutation as an Olympic athlete.
578,https://www.thisamericanlife.org/578/i-thought-i-knew-you,I Thought I Knew You,A conservative radio host is completely baffled by the candidate his audience has decided to get behind this election season.
579,https://www.thisamericanlife.org/579/my-damn-mind,My Damn Mind,"A hospital staffer finds a patient on the floor of his room. He is unarmed, and has been shot by the cops in the hospital."
580,https://www.thisamericanlife.org/580/thats-one-way-to-do-it,That's One Way to Do It,The story of a young voter who defies political categorization.
581,https://www.thisamericanlife.org/581/anatomy-of-doubt,Anatomy of Doubt,The story of a rape investigation gone undeniably wrong.
582,https://www.thisamericanlife.org/582/when-the-beasts-come-marching-in,When the Beasts Come Marching In,The animals drop in and show us who's boss.
583,https://www.thisamericanlife.org/583/itll-make-sense-when-youre-older,It’ll Make Sense When You’re Older,Kids do not like being told it’ll make sense when they’re older. They’re pretty sure the grown-ups are wrong.
584,https://www.thisamericanlife.org/584/for-your-reconsideration,For Your Reconsideration,"The older and wiser we get, the more bewildering our past decisions can seem."
585,https://www.thisamericanlife.org/585/in-defense-of-ignorance,In Defense of Ignorance,Three very different stories of people not admitting the truth.
586,https://www.thisamericanlife.org/586/who-do-we-think-we-are,Who Do We Think We Are?,"When Mariya Karimjee was little, her family made a decision that would affect her entire life. Years later, she wants to know why."
587,https://www.thisamericanlife.org/587/the-perils-of-intimacy,The Perils of Intimacy,Mysteries that exist in relationships we thought couldn't possibly surprise us.
588,https://www.thisamericanlife.org/588/mind-games-2016,Mind Games,People who try simple mind games on others and find themselves in way over their heads.
589,https://www.thisamericanlife.org/589/tell-me-im-fat,Tell Me I’m Fat,Maybe it’s time to rethink the way we see being fat.
590,https://www.thisamericanlife.org/590/choosing-wrong,Choosing Wrong,"Stories of people making the wrong choice, even though the right one is staring them squarely in the eye."
591,https://www.thisamericanlife.org/591/get-your-moneys-worth,Get Your Money's Worth,A political donor has to decide whether or not he's going to support Trump. Plus other stories of people trying to make sure they get what they paid for.
592,https://www.thisamericanlife.org/592/are-we-there-yet,Are We There Yet?,"57,000 refugees are stuck in Greece, making homes in some surprising locations."
593,https://www.thisamericanlife.org/593/dont-have-to-live-like-a-refugee,Don’t Have to Live Like a Refugee,Stories of refugees in Greece trying to move on with their lives in whatever way they can.
594,https://www.thisamericanlife.org/594/my-summer-self,My Summer Self,Summer is a time when change seems more possible than ever. But is that really how it happens?
595,https://www.thisamericanlife.org/595/deep-end-of-the-pool,Deep End of the Pool,What do you do when you're thrown into a situation you’re not prepared for?
596,https://www.thisamericanlife.org/596/becoming-a-badger,Becoming a Badger,Stories about people trying their best to turn themselves into something else—like a badger.
597,https://www.thisamericanlife.org/597/one-last-thing-before-i-go,One Last Thing Before I Go (2016),Ordinary people make last ditch efforts to get through to their loved ones.
598,https://www.thisamericanlife.org/598/my-undesirable-talent,My Undesirable Talent,"San Francisco’s Spider-Man dropped into buildings from skylights and leapt 10 feet from one roof to another. But mostly, his talent got him into trouble."
599,https://www.thisamericanlife.org/599/seriously,Seriously?,Watching lies become the truth in the 2016 election.
600,https://www.thisamericanlife.org/600/will-i-know-anyone-at-this-party,Will I Know Anyone at This Party?,Right now a lot of Republicans feel like they don’t recognize their own party.
601,https://www.thisamericanlife.org/601/master-of-her-domain-name,Master of Her Domain… Name,A story about Hillary Clinton that offers a different picture than what we’ve been hearing from both sides during the campaign.
602,https://www.thisamericanlife.org/602/the-sun-comes-up,The Sun Comes Up,People around the country talking about the coming four years after Trump's election.
603,https://www.thisamericanlife.org/603/once-more-with-feeling,"Once More, With Feeling",Stories of people who decide to rethink the way they’ve been doing things.
604,https://www.thisamericanlife.org/604/20-years-later,20 Years Later,Samantha Broun interviews her mom about surviving a brutal attack 20 years ago that ended up changing Pennsylvania law regarding life sentences.
605,https://www.thisamericanlife.org/605/kid-logic-2016,Kid Logic,"Kids using perfectly logical arguments, and arriving at perfectly wrong conclusions."
606,https://www.thisamericanlife.org/606/just-what-i-wanted,Just What I Wanted,Stories from people who want something desperately and then have their wishes fulfilled. Or do they?
607,https://www.thisamericanlife.org/607/didnt-we-solve-this-one,Didn’t We Solve This One?,Why has it been so hard for us to get the tens of thousands of Iraqis and Afghans that have helped the U.S. to safety?
608,https://www.thisamericanlife.org/608/the-revolution-starts-at-noon,The Revolution Starts At Noon,Some people are super-stoked for the political changes that are coming.
609,https://www.thisamericanlife.org/609/its-working-out-very-nicely,It’s Working Out Very Nicely,We document what happened when the President’s executive order went into effect temporarily banning travel from seven countries.
610,https://www.thisamericanlife.org/610/grand-gesture,Grand Gesture,People going to very extreme measures to demonstrate their feelings.
611,https://www.thisamericanlife.org/611/vague-and-confused,Vague and Confused,A show about rules and what happens when they’re vague and randomly enforced.
612,https://www.thisamericanlife.org/612/ask-a-grown-up,Ask a Grown-Up,"Teenage girls ask for advice about their love lives, and Ira's tribute to his very grown-up friend Mary."
613,https://www.thisamericanlife.org/613/ok-ill-do-it,"OK, I’ll Do It",A surgeon takes out his own appendix in what might be one of the most daring surgeries ever performed.
614,https://www.thisamericanlife.org/614/the-other-mr-president,The Other Mr. President (2017),What it's actually like to live in the confusing information landscape that is Putin's Russia.
615,https://www.thisamericanlife.org/615/the-beginning-of-now,The Beginning of Now,"Before Trump started his presidential campaign, there was a congressional race that redefined what was possible in American politics."
616,https://www.thisamericanlife.org/616/i-am-not-a-pirate,I Am Not a Pirate,"Stories about both historical and modern-day swashbucklers who loot, pillage, and question their choices."
617,https://www.thisamericanlife.org/617/fermis-paradox,Fermi’s Paradox,"Three people grapple with the question, “Are we alone?”"
618,https://www.thisamericanlife.org/618/mr-lie-detector,Mr. Lie Detector,A polygraph operator and his strange journey.
619,https://www.thisamericanlife.org/619/the-magic-show,The Magic Show,Former kid magicians Ira Glass and David Kestenbaum dive back into the world of magic.
620,https://www.thisamericanlife.org/620/to-be-real,To Be Real,"People try to go deeper—to get to something real—in some unexpected places: war, magic, and porn."
621,https://www.thisamericanlife.org/621/fear-and-loathing-in-homer-and-rockville,Fear and Loathing in Homer and Rockville,Two towns grapple with the question—who do we let in?
622,https://www.thisamericanlife.org/622/who-you-gonna-call,Who You Gonna Call?,Stories of lucky people who have found the exact right person to ring up for help.
623,https://www.thisamericanlife.org/623/we-are-in-the-future,We Are in the Future (2017),"Afrofuturism is a way of looking at black culture that’s fantastic, creative, and oddly hopeful."
624,https://www.thisamericanlife.org/624/private-geography,Private Geography,What Betsy DeVos's experience in a public school in her hometown can tell us about her vision for education in this country.
625,https://www.thisamericanlife.org/625/essay-b,Essay B,"In 1967, the first Black students integrated the South’s elite prep schools. One of the main reasons they were there? To benefit the white kids."
626,https://www.thisamericanlife.org/626/white-haze,White Haze,"What should we make of right-wing groups like the Proud Boys, who believe “the West is the best”?"
627,https://www.thisamericanlife.org/627/suitable-for-children,Suitable for Children (2017),"Neil Drumming looks back at a toy he loved that, in retrospect, probably wouldn’t love him back."
628,https://www.thisamericanlife.org/628/in-the-shadow-of-the-city-2017,In the Shadow of the City,"Stories that take place on the edge of civilization, just out of sight."
629,https://www.thisamericanlife.org/629/expect-delays,Expect Delays,"Stories about delays, including a town in Ohio known almost entirely for its speed trap."
630,https://www.thisamericanlife.org/630/things-i-mean-to-know,Things I Mean to Know,Stories of people trying to unspool some of life’s certainties.
631,https://www.thisamericanlife.org/631/so-a-monkey-and-a-horse-walk-into-a-bar,So a Monkey and a Horse Walk Into a Bar,Blurring the line between animal and human.
374,https://www.thisamericanlife.org/374/somewhere-out-there,Somewhere Out There,"Of the billions of people in the world, what are the odds that any two people are a real match?"
